"Inicio del informe","Fin del informe","Nombre de la campaña","Hora del día (zona horaria de la cuenta publicitaria)",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.98,0,0,16,1,,,,0,0.98,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.36,0,0,19,,,,,0,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,0.99,0,0,22,,,,,0,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,4.18,0,0,57,,,,,0,,,,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,5.94,0,0,107,2,1,actions:onsite_conversion.lead_grouped,5.94,0,2.97,1,1,,,
2020-05-26,2020-05-26,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,12.13,0,0,151,1,,,,0,12.13,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,15.5,0,0,184,5,1,actions:onsite_conversion.lead_grouped,15.5,0,3.1,1,1,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,22.12,0,0,364,2,,,,0,11.06,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,20.69,0,0,279,2,,,,0,10.345,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,20.63,0,0,322,7,,,,0,2.94714286,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,16.82,0,0,325,2,,,,0,8.41,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,17.37,0,0,268,2,,,,0,8.685,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,14.57,0,0,295,4,1,actions:onsite_conversion.lead_grouped,14.57,0,3.6425,1,1,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,13.23,0,0,200,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,12.17,0,0,227,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,14.85,0,0,267,1,,,,0,14.85,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,13.92,0,0,290,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,20.08,0,0,265,3,1,actions:onsite_conversion.lead_grouped,20.08,0,6.69333333,1,1,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,10.78,0,0,121,1,,,,0,10.78,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,8.78,0,0,155,2,,,,0,4.39,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,18.08,0,0,162,2,1,actions:onsite_conversion.lead_grouped,18.08,0,9.04,1,1,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,19.31,0,0,253,1,,,,0,19.31,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,11.38,0,0,131,1,,,,0,11.38,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,3.27,0,0,76,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.95,0,0,20,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,0.4,0,0,21,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.01,0,0,27,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,4.56,0,0,61,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,8.39,0,0,147,,,,,0,,,,,,
2020-05-25,2020-05-25,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,20.81,0,0,319,4,,,,0,5.2025,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,21.11,0,0,320,6,2,actions:onsite_conversion.lead_grouped,10.555,0,3.51833333,2,2,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,21.86,0,0,339,4,,,,0,5.465,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,19.18,0,0,290,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,17.03,0,0,289,1,1,actions:onsite_conversion.lead_grouped,17.03,0,17.03,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,12.41,0,0,295,5,,,,0,2.482,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,17.49,0,0,334,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,17.68,0,0,286,2,,,,0,8.84,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,18.68,0,0,269,3,1,actions:onsite_conversion.lead_grouped,18.68,0,6.22666667,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,15.46,0,0,231,2,,,,0,7.73,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,14.83,0,0,171,1,,,,0,14.83,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,16,0,0,191,1,,,,0,16,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,11.64,0,0,149,3,,,,0,3.88,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,17.95,0,0,138,1,,,,0,17.95,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,17.7,0,0,142,3,2,actions:onsite_conversion.lead_grouped,8.85,0,5.9,2,2,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,16.57,0,0,186,6,1,actions:onsite_conversion.lead_grouped,16.57,0,2.76166667,1,1,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,11.24,0,0,129,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,5.21,0,0,85,2,,,,0,2.605,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,2.8,0,0,42,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,2.29,0,0,25,1,,,,0,2.29,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.63,0,0,26,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,3.05,0,0,45,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,7.84,0,0,54,,,,,0,,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,8.66,0,0,90,1,,,,0,8.66,,,,,
2020-05-24,2020-05-24,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,15.56,0,0,111,,,,,0,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,12.7,0,0,166,3,1,actions:onsite_conversion.lead_grouped,12.7,0,4.23333333,1,1,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,16.99,0,0,205,1,,,,0,16.99,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,24.4,0,0,194,4,1,actions:onsite_conversion.lead_grouped,24.4,0,6.1,1,1,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,14.3,0,0,161,5,1,actions:onsite_conversion.lead_grouped,14.3,0,2.86,1,1,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,27.62,0,0,238,3,,,,0,9.20666667,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,18.46,0,0,232,3,,,,0,6.15333333,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,19.97,0,0,223,2,,,,0,9.985,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,19.86,0,0,204,4,,,,0,4.965,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,15.48,0,0,170,2,,,,0,7.74,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,19.87,0,0,259,2,,,,0,9.935,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,12.14,0,0,204,2,,,,0,6.07,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,18.25,0,0,215,2,,,,0,9.125,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,12.06,0,0,164,,,,,0,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,14.75,0,0,112,2,,,,0,7.375,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,14.19,0,0,150,1,,,,0,14.19,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,15.17,0,0,162,,,,,0,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,10.23,0,0,122,1,,,,0,10.23,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,4.04,0,0,50,1,,,,0,4.04,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.2,0,0,30,1,,,,0,1.2,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.68,0,0,25,,,,,0,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.42,0,0,34,,,,,0,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,8.1,0,0,69,,,,,0,,,,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,9.73,0,0,125,2,1,actions:onsite_conversion.lead_grouped,9.73,0,4.865,1,1,,,
2020-05-23,2020-05-23,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,17.1,0,0,131,2,,,,0,8.55,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,18.74,0,0,241,2,1,actions:onsite_conversion.lead_grouped,18.74,0,9.37,1,1,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,27.16,0,0,244,3,,,,0,9.05333333,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,17.09,0,0,208,6,,,,0,2.84833333,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,26.38,0,0,359,6,,,,0,4.39666667,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,20.22,0,0,290,,,,,0,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,18.03,0,0,241,1,,,,0,18.03,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,15.66,0,0,225,2,,,,0,7.83,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,22.05,0,0,249,1,,,,0,22.05,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,17.58,0,0,241,2,,,,0,8.79,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,11.55,0,0,159,1,,,,0,11.55,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,10.4,0,0,157,1,,,,0,10.4,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,12.86,0,0,165,1,,,,0,12.86,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,12.44,0,0,111,3,,,,0,4.14666667,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,12.49,0,0,104,1,,,,0,12.49,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,10.44,0,0,125,1,1,actions:onsite_conversion.lead_grouped,10.44,0,10.44,1,1,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,14.13,0,0,80,2,,,,0,7.065,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,8.93,0,0,65,,,,,0,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,1.46,0,0,25,,,,,0,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.7,0,0,18,1,,,,0,1.7,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.21,0,0,17,,,,,0,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,2.86,0,0,16,,,,,0,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,3.18,0,0,38,2,,,,0,1.59,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,6.86,0,0,86,,,,,0,,,,,,
2020-05-22,2020-05-22,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,19.62,0,0,181,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,24.98,0,0,196,3,1,actions:onsite_conversion.lead_grouped,24.98,0,8.32666667,1,1,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,29.73,0,0,265,3,,,,0,9.91,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,19.57,0,0,239,3,,,,0,6.52333333,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,17,0,0,162,1,,,,0,17,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,15.95,0,0,124,3,1,actions:onsite_conversion.lead_grouped,15.95,0,5.31666667,1,1,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,24.45,0,0,209,6,,,,0,4.075,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,20.44,0,0,269,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,21.31,0,0,229,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,13.72,0,0,180,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,19.39,0,0,172,1,,,,0,19.39,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,13.81,0,0,151,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,10.25,0,0,143,1,,,,0,10.25,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,20,0,0,134,1,,,,0,20,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,8.95,0,0,127,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,10.47,0,0,143,3,,,,0,3.49,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,9.68,0,0,102,2,,,,0,4.84,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,7.5,0,0,71,1,,,,0,7.5,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,8.19,0,0,43,1,,,,0,8.19,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,3.99,0,0,22,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.63,0,0,17,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,2.66,0,0,23,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,3.26,0,0,43,1,,,,0,3.26,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,7.86,0,0,104,,,,,0,,,,,,
2020-05-21,2020-05-21,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,13.98,0,0,144,1,,,,0,13.98,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,19.76,0,0,194,2,1,actions:onsite_conversion.lead_grouped,19.76,0,9.88,1,1,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,26.27,0,0,245,5,,,,0,5.254,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,17.53,0,0,188,2,,,,0,8.765,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,15.45,0,0,154,1,1,actions:onsite_conversion.lead_grouped,15.45,0,15.45,1,1,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,21.82,0,0,140,3,1,actions:onsite_conversion.lead_grouped,21.82,0,7.27333333,1,1,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,27.85,0,0,231,3,,,,0,9.28333333,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,18.66,0,0,301,2,,,,0,9.33,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,17.01,0,0,285,2,1,actions:onsite_conversion.lead_grouped,17.01,0,8.505,1,1,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,17.89,0,0,221,4,,,,0,4.4725,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,17.88,0,0,254,2,,,,0,8.94,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,15.71,0,0,207,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,13.07,0,0,133,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,12.87,0,0,138,,,,,0,,,,,,
