,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
3,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Directa","adsocial_fb / 2002_od_ppf_3m_fb","2002_OD_PPF_3M_FB",,1,3008.894244,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200225-20200229.xlsx"
4,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Directa","adsocial_fb / 2002_od_ppf_3m_fb","2002_OD_PPF_3M_FB",,1,293.20334,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200201-20200208.xlsx"
5,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocial_fb / 2002_od_ppf_3m_fb","2002_OD_PPF_3M_FB",,2,1620.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
6,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2002_od_ppf_3m_fb","2002_OD_PPF_3M_FB",,1,46.8,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
7,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocial_fb / 2002_od_ppf_3m_fb","2002_OD_PPF_3M_FB",,2,646.4,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
8,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Directa","adsocial_fb / 2002_od_ppf_3m_fb","2002_OD_PPF_3M_FB",,2,2015.336953,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200301-20200308.xlsx"
9,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_od_ppf_ao_brother_fb","2002_OD_PPF_AO_BROTHERIMPRESION_16AL31_FB",,1,1192,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
10,"Office Depot","2003_Marzo","DSP","2020-03-01","2020-03-08","Asistida","adsocialdsp / 2002_od_ppf_brother_dsp","2002_OD_PPF_BROTHER_IMPRESION_DSP",,1,594.15,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
11,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_od_ppf_brother_fb","2002_OD_PPF_BROTHER_IMPRESION_FB",,1,54581.8,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
12,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_od_ppf_brother_fb","2002_OD_PPF_BROTHER_IMPRESION_FB",,6,83174.45,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
13,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_od_ppf_brother_fb","2002_OD_PPF_BROTHER_IMPRESION_FB",,1,6499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
14,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Directa","adsocialfb / 2002_od_ppf_brother_fb","2002_OD_PPF_BROTHER_IMPRESION_FB",,2,4747.566045,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200301-20200308.xlsx"
15,"Office Depot","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,7,11371.92,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
16,"Office Depot","2002_Febrero","SEM","2020-02-25","2020-02-29","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,9,17488.9,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
17,"Office Depot","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,2,6398,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
0,"Office Depot","2002_Febrero","SEM","2020-02-09","2020-02-16","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,6,9498.35,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
1,"Office Depot","2002_Febrero","SEM","2020-02-25","2020-02-29","Directa","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,1,386.235942,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200225-20200229.xlsx"
2,"Office Depot","2002_Febrero","SEM","2020-02-09","2020-02-16","Directa","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,2,4267.648702,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200209-20200216.xlsx"
0,"Office Depot","2003_Marzo","SEM","2020-03-01","2020-03-08","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,5,12062.65,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
1,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
2,"Office Depot","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialgoogle / 2002_od_ppf_brother_sem","2002_OD_PPF_BROTHER_IMPRESION_SEM",,2,2787.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
3,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_od_ppf_hyperx_fb","2002_OD_PPF_HYPERX_17FEBAL31MARZ_FB",,1,279.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
4,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_od_ppf_hyperx_fb","2002_OD_PPF_HYPERX_17FEBAL31MARZ_FB",,2,1953.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
5,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2002_od_ppf_hyperx_fb","2002_OD_PPF_HYPERX_17FEBAL31MARZ_FB",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
6,"Office Depot","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialgoogle / 2002_od_ppf_hyperx_sem","2002_OD_PPF_HYPERX_17FEBAL31MARZ_SEM",,2,698.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
7,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 2002_od_ppf_hyperx_sem","2002_OD_PPF_HYPERX_17FEBAL31MARZ_SEM",,2,4907,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
8,"Office Depot","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocial_sem / 2002_od_ppf_izettle_sem","2002_OD_PPF_IZETTLE_SEM",,1,749,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
9,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocial_fb / 2002_od_ppf_maped_fb","2002_OD_PPF_MAPED_FB",,1,9,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
10,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Directa","adsocial_fb / 2002_od_ppf_maped_fb","2002_OD_PPF_MAPED_FB",,1,11.625831,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200225-20200229.xlsx"
11,"Office Depot","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocial_fb / 2002_od_ppf_maped_fb","2002_OD_PPF_MAPED_FB",,4,16640.65,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200301-20200308.csv"
12,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2002_od_ppf_maped_fb","2002_OD_PPF_MAPED_FB",,2,183.2,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
13,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocial_sem / 2002_od_ppf_payclip_sem","2002_OD_PPF_PAYCLIP_SEM",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
14,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,2,444.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
15,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,1,1199.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
16,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Directa","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,1,580.322732,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200225-20200229.xlsx"
17,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Directa","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,1,157.396221,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200201-20200208.xlsx"
18,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Directa","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,2,2133.290673,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200209-20200216.xlsx"
19,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,1,86,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
20,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocial_fb / 2002_od_ppf_tuk_fb","2002_OD_PPF_TUK_FB",,1,285,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
21,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocial_fb / 2002_od_precios_que_enamoran_fb","2002_OD_PRECIOS_QUE_ENAMORAN_FB",,1,99,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
22,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_od_pyme_ao_fb","2002_OD_PYME_AO_DIA_MUEBLES_FB",,1,2239.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
23,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Directa","adsocialfb / 2002_od_pyme_ao_fb","2002_OD_PYME_AO_DIA_MUEBLES_FB",,4,3006.075162,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200217-20200224.xlsx"
24,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_od_pyme_ao_fb","2002_OD_PYME_AO_DIA_MUEBLES_FB",,1,1996,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200309-20200316.csv"
25,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocial_fb / 2002_od_pyme_fb","2002_OD_PYME_FB",,4,7565.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
26,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocial_fb / 2002_od_pyme_fb","2002_OD_PYME_FB",,1,631,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
27,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Directa","adsocial_fb / 2002_od_pyme_fb","2002_OD_PYME_FB",,2,2929.894711,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200209-20200216.xlsx"
28,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocial_fb / 2002_od_pyme_precios_locos_fb","2002_OD_PYME_PRECIOS_LOCOS_FB",,1,10879.15,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
29,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocial_fb / 2002_od_pyme_precios_locos_fb","2002_OD_PYME_PRECIOS_LOCOS_FB",,1,1359.2,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
0,"Office Depot","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocial_dsp / 2002_od_warming_ao_mkt_dsp","2002_OD_WARMING_AO_MKT_PRECIOS LOCOS_DSP",,1,38.8,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
1,"Office Depot","2002_Febrero","DSP","2020-02-17","2020-02-24","Directa","adsocial_dsp / 2002_od_warming_ao_mkt_dsp","2002_OD_WARMING_AO_MKT_PRECIOS LOCOS_DSP",,2,70.784838,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200217-20200224.xlsx"
2,"Petco","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocialdsp / 2002_petco_ecomm_ao_dsp","2002_PETCO_ECOMM_AO_10-13_DSP",,1,296.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_10-13_FB",,9,6805.45,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
4,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_10-13_FB",,6,6105.75,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
5,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_10-13_FB",,5,3724.95,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
6,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_10-13_FB",,3,4145.05,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
7,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_10-13_FB",,1,359,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
8,"Petco","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocialdsp / 2002_petco_ecomm_ao_dsp","2002_PETCO_ECOMM_AO_14-16_DSP",,1,251.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
9,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_14-16_FB",,2,817.7,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
10,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_14-16_FB",,1,559,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
11,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_14-16_FB",,2,992,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
12,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_14-16_FB",,3,2849.6,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
13,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_14-16_FB",,1,420,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
14,"Petco","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocialdsp / 2002_petco_ecomm_ao_dsp","2002_PETCO_ECOMM_AO_17-20_DSP",,1,251.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
15,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_17-20_FB",,2,2420.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
16,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_17-20_FB",,2,5950,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
17,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_17-20_FB",,1,1197,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
18,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_17-20_FB",,1,850,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
0,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_21al23_FB",,2,2375.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
1,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_21al23_FB",,3,2607.5,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
2,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_21al23_FB",,3,2743.5,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
3,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_21al23_FB",,2,1950,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
4,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_24al26_FB",,2,2951.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
5,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_24al26_FB",,15,10681.57,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
6,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_24al26_FB",,9,6155.75,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
7,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_24al26_FB",,5,3286.7,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
8,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_24al26_FB",,6,3371.55,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
