,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,dias_mes,dias_semana,inversion_diaria,inversion_semanal
2439,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,,2020-04-25,2020-04-30,2020-04-25,2020-03-31,MXN,0.0725,2.0,0.0,2.0,4147.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-25,0.0,2.0,0.0,4147.0,0,0,31,0,311.61290322580646,0.0
2440,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,3.9875,110.0,0.0,3.0,984.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-01,0.0,3.0,0.0,984.0,0,0,31,0,311.61290322580646,0.0
2441,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,0.0,0.0,4.0,2646.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-09,0.0,4.0,0.0,2646.0,0,0,31,0,311.61290322580646,0.0
2442,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,2436.35104,59656.0,26.0,7.0,5340.0,2003_rs_izettle_ppf_pfm_dsp_2020-03-01,7.0,0.0,5340.0,0.0,0,0,31,8,338.7096774193548,2709.6774193548385
2443,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2605.91872,63808.0,25.0,0.0,0.0,2003_rs_izettle_ppf_pfm_dsp_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,338.7096774193548,2709.6774193548385
2444,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,822.84432,20148.0,12.0,3.0,755.0,2003_rs_izettle_ppf_pfm_dsp_2020-03-25,3.0,0.0,755.0,0.0,0,0,31,7,338.7096774193548,2370.967741935484
2445,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,4919.34136,120454.0,64.0,4.0,1306.75,2003_rs_izettle_ppf_pfm_dsp_2020-03-09,4.0,0.0,1306.75,0.0,0,0,31,8,338.7096774193548,2709.6774193548385
2446,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,4.0,5935.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-17,0.0,4.0,0.0,5935.0,0,0,31,0,338.7096774193548,0.0
2447,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-04-25,2020-04-30,2020-04-25,2020-03-31,MXN,0.08168,2.0,0.0,2.0,4147.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-25,0.0,2.0,0.0,4147.0,0,0,31,0,338.7096774193548,0.0
2448,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,4.492400000000001,110.0,0.0,3.0,984.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-01,0.0,3.0,0.0,984.0,0,0,31,0,338.7096774193548,0.0
2449,rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,0.0,0.0,4.0,2646.0,2003_rs_izettle_ppf_pfm_dsp_2020-04-09,0.0,4.0,0.0,2646.0,0,0,31,0,338.7096774193548,0.0
2450,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-12,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,3314.93,185685.0,851.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,415.48387096774195,3323.8709677419356
2451,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-17,2020-03-31,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3355.63,166708.0,1022.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,415.48387096774195,3323.8709677419356
2452,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-03-31,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2583.38,126936.0,564.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,415.48387096774195,2908.3870967741937
2453,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-16,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3626.0600000000004,195117.0,1326.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,415.48387096774195,3323.8709677419356
2454,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-12,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,3314.93,185685.0,851.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,451.61290322580646,3612.9032258064517
2455,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-17,2020-03-31,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3355.63,166708.0,1022.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,451.61290322580646,3612.9032258064517
2456,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-03-31,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2583.38,126936.0,564.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,451.61290322580646,3161.2903225806454
2457,rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-16,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3626.0600000000004,195117.0,1326.0,0.0,0.0,2003_rs_izettle_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,451.61290322580646,3612.9032258064517
2458,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,2468.14,10054.0,818.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,311.61290322580646,2492.9032258064517
2459,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2452.06,10805.0,1270.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,311.61290322580646,2492.9032258064517
2460,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2062.53,8059.0,1010.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,311.61290322580646,2181.2903225806454
2461,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,2502.03,9982.0,833.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,311.61290322580646,2492.9032258064517
2462,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,2468.14,10054.0,818.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,338.7096774193548,2709.6774193548385
2463,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2452.06,10805.0,1270.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,338.7096774193548,2709.6774193548385
2464,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2062.53,8059.0,1010.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,338.7096774193548,2370.967741935484
2465,rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2019-03-25,2020-04-30,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,2502.03,9982.0,833.0,0.0,0.0,2003_rs_izettle_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,338.7096774193548,2709.6774193548385
2466,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1835.845,50644.0,47.0,5.0,15779.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-17,5.0,0.0,15779.0,0.0,0,0,30,8,161.0,1288.0
2467,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,1057.8475,29182.0,19.0,3.0,1737.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-25,3.0,0.0,1737.0,0.0,0,0,30,6,161.0,966.0
2468,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,1527.32125,42133.0,28.0,1.0,49.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-01,1.0,0.0,49.0,0.0,0,0,30,8,161.0,1288.0
2469,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,1804.815,49788.0,27.0,2.0,10067.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-09,2.0,0.0,10067.0,0.0,0,0,30,8,161.0,1288.0
2470,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,2068.30096,50644.0,47.0,5.0,15779.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-17,5.0,0.0,15779.0,0.0,0,0,30,8,175.0,1400.0
2471,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,1191.7928800000002,29182.0,19.0,3.0,1737.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-25,3.0,0.0,1737.0,0.0,0,0,30,6,175.0,1050.0
2472,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,1720.7117200000002,42133.0,28.0,1.0,49.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-01,1.0,0.0,49.0,0.0,0,0,30,8,175.0,1400.0
2473,rs,izettle,2004_rs_izettle_ppf_pfm_dsp,2004_rs_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,2033.34192,49788.0,27.0,2.0,10067.0,2004_rs_izettle_ppf_pfm_dsp_2020-04-09,2.0,0.0,10067.0,0.0,0,0,30,8,175.0,1400.0
2474,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1679.71,120994.0,535.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0,30,8,214.66666666666666,1717.3333333333333
2475,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,1326.79,65554.0,400.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-25,0.0,0.0,0.0,0.0,0,0,30,6,214.66666666666666,1288.0
2476,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,1715.57,136935.0,754.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0,30,8,214.66666666666666,1717.3333333333333
2477,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,1610.0,0.0,6440.0,6440.0,6440.0,6440.0,0.0,4.0,,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,1717.9299999999998,140799.0,678.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0,30,8,214.66666666666666,1717.3333333333333
2478,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1679.71,120994.0,535.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0,30,8,233.33333333333334,1866.6666666666667
2479,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,1326.79,65554.0,400.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-25,0.0,0.0,0.0,0.0,0,0,30,6,233.33333333333334,1400.0
2480,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,1715.57,136935.0,754.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0,30,8,233.33333333333334,1866.6666666666667
2481,rs,izettle,2004_rs_izettle_ppf_pfm_fb,2004_rs_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,1610.0,0.0,7000.0,7000.0,6440.0,6440.0,0.0,4.0,,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,1717.9299999999998,140799.0,678.0,0.0,0.0,2004_rs_izettle_ppf_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0,30,8,233.33333333333334,1866.6666666666667
2482,rs,izettle,2004_rs_izettle_ppf_pfm_sem,2004_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Google Search,2020-04-01,2020-04-30,2019-03-25,2020-04-30,9.0,537.0,0.0,4830.0,4830.0,4830.0,4830.0,0.0,9.0,,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1418.62,7297.0,1126.0,0.0,0.0,2004_rs_izettle_ppf_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0,30,8,161.0,1288.0
2483,rs,izettle,2004_rs_izettle_ppf_pfm_sem,2004_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Google Search,2020-04-01,2020-04-30,2019-03-25,2020-05-31,9.0,537.0,0.0,4830.0,4830.0,4830.0,4830.0,0.0,9.0,,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,835.5,5753.0,749.0,0.0,0.0,2004_rs_izettle_ppf_pfm_sem_2020-04-25,0.0,0.0,0.0,0.0,0,0,30,6,161.0,966.0
