,cliente_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,dias_mes,dias_semana,kpi_planeado_diario,kpi_planeado_semanal,inversion_plataforma_diaria,inversion_plataforma_semanal,inversion_AdOps_diaria,inversion_AdOps_semanal,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
3123,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,489762.0,646.49,17753.51,18400.0,11960.0,11313.51,646.49,23.1,10,31,8,15799.0,126392.0,573.0,4584.0,365.0,2920.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,5356.0,147761.0,93.0,8.0,7161.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-03-09,8.0,0.0,7161.0,0.0,0,0
3124,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,489762.0,646.49,17753.51,18400.0,11960.0,11313.51,646.49,23.1,15,31,0,15799.0,0.0,573.0,0.0,365.0,0.0,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,3.0,8196.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-04-17,0.0,3.0,0.0,8196.0,0,0
3125,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,489762.0,646.49,17753.51,18400.0,11960.0,11313.51,646.49,23.1,13,31,0,15799.0,0.0,573.0,0.0,365.0,0.0,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,1.0,29.0,0.0,1.0,626.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-04-01,0.0,1.0,0.0,626.0,0,0
3126,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,489762.0,646.49,17753.51,18400.0,11960.0,11313.51,646.49,23.1,14,31,0,15799.0,0.0,573.0,0.0,365.0,0.0,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,0.0,0.0,3.0,4566.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-04-09,0.0,3.0,0.0,4566.0,0,0
3127,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,9,31,8,15799.0,126392.0,645.0,5160.0,365.0,2920.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,12199.0,298711.0,197.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-03-01,0.0,0.0,0.0,0.0,0,0
3128,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,11,31,8,15799.0,126392.0,645.0,5160.0,365.0,2920.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,1106.0,27070.0,10.0,13.0,28444.35,2003_rs_mercadopago_ppf_pfm_dsp_2020-03-17,13.0,0.0,28444.35,0.0,0,0
3129,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,12,31,7,15799.0,110593.0,645.0,4515.0,365.0,2555.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,1261.0,30876.0,11.0,4.0,5685.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-03-25,4.0,0.0,5685.0,0.0,0,0
3130,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,10,31,8,15799.0,126392.0,645.0,5160.0,365.0,2920.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,6035.0,147761.0,93.0,8.0,7161.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-03-09,8.0,0.0,7161.0,0.0,0,0
3131,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,15,31,0,15799.0,0.0,645.0,0.0,365.0,0.0,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,3.0,8196.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-04-17,0.0,3.0,0.0,8196.0,0,0
3132,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,13,31,0,15799.0,0.0,645.0,0.0,365.0,0.0,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,1.0,29.0,0.0,1.0,626.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-04-01,0.0,1.0,0.0,626.0,0,0
3133,rs,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,489762.0,0.0,20000.0,20000.0,11960.0,11313.51,646.49,23.1,14,31,0,15799.0,0.0,645.0,0.0,365.0,0.0,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,0.0,0.0,3.0,4566.0,2003_rs_mercadopago_ppf_pfm_dsp_2020-04-09,0.0,3.0,0.0,4566.0,0,0
3134,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-12,4.0,6900.0,0.0,27600.0,27600.0,27600.0,27600.0,0.0,4.0,9,31,8,223.0,1784.0,890.0,7120.0,890.0,7120.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,7163.0,432403.0,2115.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
3135,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-17,2020-03-31,4.0,6900.0,0.0,27600.0,27600.0,27600.0,27600.0,0.0,4.0,11,31,8,223.0,1784.0,890.0,7120.0,890.0,7120.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,5718.0,314693.0,2534.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
3136,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-03-31,4.0,6900.0,0.0,27600.0,27600.0,27600.0,27600.0,0.0,4.0,12,31,7,223.0,1561.0,890.0,6230.0,890.0,6230.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,3183.0,217771.0,974.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
3137,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-16,4.0,6900.0,0.0,27600.0,27600.0,27600.0,27600.0,0.0,4.0,10,31,8,223.0,1784.0,890.0,7120.0,890.0,7120.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,11537.0,587785.0,7631.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
3138,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-12,4.35,6900.0,0.0,30000.0,30000.0,27600.0,27600.0,0.0,4.0,9,31,8,223.0,1784.0,968.0,7744.0,890.0,7120.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,7163.0,432403.0,2115.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
3139,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-17,2020-03-31,4.35,6900.0,0.0,30000.0,30000.0,27600.0,27600.0,0.0,4.0,11,31,8,223.0,1784.0,968.0,7744.0,890.0,7120.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,5718.0,314693.0,2534.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
3140,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-03-31,4.35,6900.0,0.0,30000.0,30000.0,27600.0,27600.0,0.0,4.0,12,31,7,223.0,1561.0,968.0,6776.0,890.0,6230.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,3183.0,217771.0,974.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
3141,rs,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01,2020-03-31,2020-03-01,2020-03-16,4.35,6900.0,0.0,30000.0,30000.0,27600.0,27600.0,0.0,4.0,10,31,8,223.0,1784.0,968.0,7744.0,890.0,7120.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,11537.0,587785.0,7631.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
3142,rs,2003_rs_mercadopago_ppf_pfm_sem,2003_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Google Search,2020-03-01,2020-03-31,2019-11-15,2020-04-30,9.0,3067.0,0.0,27600.0,27600.0,27600.0,27600.0,0.0,9.0,9,31,8,99.0,792.0,890.0,7120.0,890.0,7120.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,28953.0,3526.0,147.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
3143,rs,2003_rs_mercadopago_ppf_pfm_sem,2003_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Google Search,2020-03-01,2020-03-31,2019-11-15,2020-04-30,9.78,3067.0,0.0,30000.0,30000.0,27600.0,27600.0,0.0,9.0,9,31,8,99.0,792.0,968.0,7744.0,890.0,7120.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,28953.0,3526.0,147.0,0.0,0.0,2003_rs_mercadopago_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
3146,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,3450.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,4.0,15,30,8,115.0,920.0,460.0,3680.0,460.0,3680.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,3654.0,229989.0,1454.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
3147,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,3450.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,4.0,16,30,6,115.0,690.0,460.0,2760.0,460.0,2760.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,2879.0,126232.0,1044.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-25,0.0,0.0,0.0,0.0,0,0
3148,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,3450.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,4.0,13,30,8,115.0,920.0,460.0,3680.0,460.0,3680.0,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,3627.0,281371.0,2114.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0
3149,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.0,3450.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,4.0,14,30,8,115.0,920.0,460.0,3680.0,460.0,3680.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,3641.0,252420.0,1605.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0
3150,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,3450.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,4.0,15,30,8,115.0,920.0,500.0,4000.0,460.0,3680.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,3654.0,229989.0,1454.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
3151,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,3450.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,4.0,16,30,6,115.0,690.0,500.0,3000.0,460.0,2760.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,2879.0,126232.0,1044.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-25,0.0,0.0,0.0,0.0,0,0
3152,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,3450.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,4.0,13,30,8,115.0,920.0,500.0,4000.0,460.0,3680.0,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,3627.0,281371.0,2114.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0
3153,rs,2004_rs_mercadopago_ppf_pfm_fb,2004_rs_mercadopago_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Facebook,2020-04-01,2020-04-30,2020-04-01,2020-04-30,4.35,3450.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,4.0,14,30,8,115.0,920.0,500.0,4000.0,460.0,3680.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,3641.0,252420.0,1605.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_fb_2020-04-09,0.0,0.0,0.0,0.0,0,0
3154,rs,2004_rs_mercadopago_ppf_pfm_sem,2004_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Google Search,2020-04-01,2020-04-30,2019-11-15,2020-04-30,9.0,1533.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,9.0,15,30,8,51.0,408.0,460.0,3680.0,460.0,3680.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,6942.0,75196.0,2144.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
3155,rs,2004_rs_mercadopago_ppf_pfm_sem,2004_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Google Search,2020-04-01,2020-04-30,2019-11-15,2020-05-31,9.0,1533.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,9.0,16,30,6,51.0,306.0,460.0,2760.0,460.0,2760.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,4153.0,42085.0,1317.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_sem_2020-04-25,0.0,0.0,0.0,0.0,0,0
3156,rs,2004_rs_mercadopago_ppf_pfm_sem,2004_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Google Search,2020-04-01,2020-04-30,2019-11-15,2020-04-30,9.0,1533.0,0.0,13800.0,13800.0,13800.0,13800.0,0.0,9.0,14,30,8,51.0,408.0,460.0,3680.0,460.0,3680.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,2711.0,10895.0,310.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_sem_2020-04-09,0.0,0.0,0.0,0.0,0,0
3157,rs,2004_rs_mercadopago_ppf_pfm_sem,2004_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Google Search,2020-04-01,2020-04-30,2019-11-15,2020-04-30,9.78,1533.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,9.0,15,30,8,51.0,408.0,500.0,4000.0,460.0,3680.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,6942.0,75196.0,2144.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
3158,rs,2004_rs_mercadopago_ppf_pfm_sem,2004_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Google Search,2020-04-01,2020-04-30,2019-11-15,2020-05-31,9.78,1533.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,9.0,16,30,6,51.0,306.0,500.0,3000.0,460.0,2760.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,4153.0,42085.0,1317.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_sem_2020-04-25,0.0,0.0,0.0,0.0,0,0
3159,rs,2004_rs_mercadopago_ppf_pfm_sem,2004_rs_mercadopago_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,mercadopago,Google Search,2020-04-01,2020-04-30,2019-11-15,2020-04-30,9.78,1533.0,0.0,15000.0,15000.0,13800.0,13800.0,0.0,9.0,14,30,8,51.0,408.0,500.0,4000.0,460.0,3680.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,2711.0,10895.0,310.0,0.0,0.0,2004_rs_mercadopago_ppf_pfm_sem_2020-04-09,0.0,0.0,0.0,0.0,0,0
3160,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,36.25,73464.0,96.97,2663.03,2760.0,1794.0,1697.03,96.97,23.1,20,31,7,2370.0,16590.0,86.0,602.0,55.0,385.0,2020-05-25,2020-05-31,2020-05-25,2020-05-31,MXN,0.0,3.0,0.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-25,0.0,0.0,0.0,0.0,0,0
3161,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,36.25,73464.0,96.97,2663.03,2760.0,1794.0,1697.03,96.97,23.1,18,31,8,2370.0,18960.0,86.0,688.0,55.0,440.0,2020-05-09,2020-05-16,2020-05-09,2020-05-16,MXN,761.0,20996.0,31.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-09,0.0,0.0,0.0,0.0,0,0
3162,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,36.25,73464.0,96.97,2663.03,2760.0,1794.0,1697.03,96.97,23.1,19,31,8,2370.0,18960.0,86.0,688.0,55.0,440.0,2020-05-17,2020-05-24,2020-05-17,2020-05-24,MXN,420.0,11586.0,6.0,3.0,1977.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-17,3.0,0.0,1977.0,0.0,0,0
3163,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,36.25,73464.0,96.97,2663.03,2760.0,1794.0,1697.03,96.97,23.1,17,31,8,2370.0,18960.0,86.0,688.0,55.0,440.0,2020-05-01,2020-05-08,2020-05-01,2020-05-08,MXN,482.0,13300.0,21.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-01,0.0,0.0,0.0,0.0,0,0
3164,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,40.84,73464.0,0.0,3000.0,3000.0,1794.0,1697.03,96.97,23.1,20,31,7,2370.0,16590.0,97.0,679.0,55.0,385.0,2020-05-25,2020-05-31,2020-05-25,2020-05-31,MXN,0.0,3.0,0.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-25,0.0,0.0,0.0,0.0,0,0
3165,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,40.84,73464.0,0.0,3000.0,3000.0,1794.0,1697.03,96.97,23.1,18,31,8,2370.0,18960.0,97.0,776.0,55.0,440.0,2020-05-09,2020-05-16,2020-05-09,2020-05-16,MXN,857.0,20996.0,31.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-09,0.0,0.0,0.0,0.0,0,0
3166,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,40.84,73464.0,0.0,3000.0,3000.0,1794.0,1697.03,96.97,23.1,19,31,8,2370.0,18960.0,97.0,776.0,55.0,440.0,2020-05-17,2020-05-24,2020-05-17,2020-05-24,MXN,473.0,11586.0,6.0,3.0,1977.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-17,3.0,0.0,1977.0,0.0,0,0
3167,rs,2005_rs_mercadopago_ppf_pfm_dsp,2005_rs_mercadopago_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2005,Mayo,mercadopago,Programmatic,2020-05-01,2020-05-31,2020-05-01,2020-05-31,40.84,73464.0,0.0,3000.0,3000.0,1794.0,1697.03,96.97,23.1,17,31,8,2370.0,18960.0,97.0,776.0,55.0,440.0,2020-05-01,2020-05-08,2020-05-01,2020-05-08,MXN,543.0,13300.0,21.0,0.0,0.0,2005_rs_mercadopago_ppf_pfm_dsp_2020-05-01,0.0,0.0,0.0,0.0,0,0
